Time,BPM,Label
02:12:29,77,1
02:12:30,77,1
02:12:31,78,1
02:12:32,82,1
02:12:33,80,1
02:12:34,83,1
02:12:35,78,1
02:12:36,76,1
02:12:37,79,1
02:12:38,82,1
02:12:39,81,1
02:12:40,77,1
02:12:41,80,1
02:12:42,82,1
02:12:43,77,1
02:12:44,79,1
02:12:45,82,1
02:12:46,79,1
02:12:47,81,1
02:12:48,79,1
02:12:49,82,1
02:12:50,76,1
02:12:51,76,1
02:12:52,77,1
02:12:53,80,1
02:12:54,80,1
02:12:55,80,1
02:12:56,81,1
02:12:57,77,1
02:12:58,76,1
02:12:59,80,1
02:13:00,78,1
02:13:01,79,1
02:13:02,83,1
02:13:03,80,1
02:13:04,82,1
02:13:05,80,1
02:13:06,80,1
02:13:07,83,1
02:13:08,84,1
02:13:09,83,1
02:13:10,83,1
02:13:11,78,1
02:13:12,76,1
02:13:13,81,1
02:13:14,77,1
02:13:15,82,1
02:13:16,82,1
02:13:17,82,1
02:13:18,78,1
02:13:19,78,1
02:13:20,83,1
02:13:21,79,1
02:13:22,80,1
02:13:23,80,1
02:13:24,82,1
02:13:25,81,1
02:13:26,78,1
02:13:27,78,1
02:13:28,82,1
02:13:29,84,1
02:13:30,78,1
02:13:31,81,1
02:13:32,79,1
02:13:33,81,1
02:13:34,80,1
02:13:35,81,1
02:13:36,76,1
02:13:37,78,1
02:13:38,75,1
02:13:39,84,1
02:13:40,78,1
02:13:41,78,1
02:13:42,75,1
02:13:43,79,1
02:13:44,76,1
02:13:45,82,1
02:13:46,80,1
02:13:47,76,1
02:13:48,75,1
02:13:49,79,1
02:13:50,84,1
02:13:51,76,1
02:13:52,79,1
02:13:53,81,1
02:13:54,77,1
02:13:55,77,1
02:13:56,78,1
02:13:57,78,1
02:13:58,81,1
02:13:59,76,1
02:14:00,79,1
02:14:01,78,1
02:14:02,78,1
02:14:03,77,1
02:14:04,81,1
02:14:05,75,1
02:14:06,75,1
02:14:07,75,1
02:14:08,75,1
02:14:09,75,1
02:14:10,76,1
02:14:11,76,1
02:14:12,80,1
02:14:13,79,1
02:14:14,83,1
02:14:15,82,1
02:14:16,84,1
02:14:17,78,1
02:14:18,76,1
02:14:19,75,1
02:14:20,82,1
02:14:21,78,1
02:14:22,78,1
02:14:23,81,1
02:14:24,82,1
02:14:25,78,1
02:14:26,80,1
02:14:27,82,1
02:14:28,77,1
02:14:29,77,1
02:14:30,85,1
02:14:31,78,1
02:14:32,81,1
02:14:33,76,1
02:14:34,77,1
02:14:35,78,1
02:14:36,75,1
02:14:37,79,1
02:14:38,75,1
02:14:39,79,1
02:14:40,78,1
02:14:41,80,1
02:14:42,81,1
02:14:43,82,1
02:14:44,76,1
02:14:45,75,1
02:14:46,75,1
02:14:47,81,1
02:14:48,79,1
02:14:49,83,1
02:14:50,82,1
02:14:51,85,1
02:14:52,79,1
02:14:53,78,1
02:14:54,82,1
02:14:55,76,1
02:14:56,82,1
02:14:57,82,1
02:14:58,84,1
02:14:59,79,1
02:15:00,81,1
02:15:01,82,1
02:15:02,80,1
02:15:03,81,1
02:15:04,75,1
02:15:05,82,1
02:15:06,83,1
02:15:07,79,1
02:15:08,81,1
02:15:09,75,1
02:15:10,75,1
02:15:11,81,1
02:15:12,81,1
02:15:13,79,1
02:15:14,76,1
02:15:15,76,1
02:15:16,76,1
02:15:17,84,1
02:15:18,82,1
02:15:19,80,1
02:15:20,83,1
02:15:21,78,1
02:15:22,80,1
02:15:23,83,1
02:15:24,76,1
02:15:25,82,1
02:15:26,81,1
02:15:27,75,1
02:15:28,81,1
02:15:29,78,1
02:15:30,77,1
02:15:31,78,1
02:15:32,76,1
02:15:33,76,1
02:15:34,80,1
02:15:35,83,1
02:15:36,75,1
02:15:37,75,1
02:15:38,83,1
02:15:39,75,1
02:15:40,80,1
02:15:41,78,1
02:15:42,75,1
02:15:43,82,1
02:15:44,78,1
02:15:45,75,1
02:15:46,83,1
02:15:47,79,1
02:15:48,76,1
02:15:49,83,1
02:15:50,77,1
02:15:51,77,1
02:15:52,77,1
02:15:53,79,1
02:15:54,83,1
02:15:55,77,1
02:15:56,80,1
02:15:57,79,1
02:15:58,77,1
02:15:59,75,1
02:16:00,76,1
02:16:01,78,1
02:16:02,77,1
02:16:03,83,1
02:16:04,79,1
02:16:05,78,1
02:16:06,78,1
02:16:07,76,1
02:16:08,75,1
02:16:09,77,1
02:16:10,77,1
02:16:11,79,1
02:16:12,75,1
02:16:13,76,1
02:16:14,80,1
02:16:15,82,1
02:16:16,76,1
02:16:17,84,1
02:16:18,82,1
02:16:19,81,1
02:16:20,76,1
02:16:21,80,1
02:16:22,84,1
02:16:23,79,1
02:16:24,85,1
02:16:25,76,1
02:16:26,78,1
02:16:27,81,1
02:16:28,77,1
02:16:29,76,1
02:16:30,80,1
02:16:31,81,1
02:16:32,79,1
02:16:33,75,1
02:16:34,83,1
02:16:35,76,1
02:16:36,79,1
02:16:37,80,1
02:16:38,77,1
02:16:39,76,1
02:16:40,80,1
02:16:41,82,1
02:16:42,81,1
02:16:43,83,1
02:16:44,79,1
02:16:45,82,1
02:16:46,78,1
02:16:47,81,1
02:16:48,77,1
02:16:49,77,1
02:16:50,81,1
02:16:51,82,1
02:16:52,83,1
02:16:53,81,1
02:16:54,78,1
02:16:55,82,1
02:16:56,75,1
02:16:57,79,1
02:16:58,83,1
02:16:59,75,1
02:17:00,80,1
02:17:01,75,1
02:17:02,79,1
02:17:03,75,1
02:17:04,79,1
02:17:05,81,1
02:17:06,78,1
02:17:07,83,1
02:17:08,75,1
02:17:09,78,1
02:17:10,80,1
02:17:11,82,1
02:17:12,80,1
02:17:13,81,1
02:17:14,81,1
02:17:15,77,1
02:17:16,77,1
02:17:17,83,1
02:17:18,75,1
02:17:19,75,1
02:17:20,80,1
02:17:21,75,1
02:17:22,76,1
02:17:23,82,1
02:17:24,80,1
02:17:25,78,1
02:17:26,79,1
02:17:27,81,1
02:17:28,83,1
02:17:29,82,1
02:17:30,75,1
02:17:31,83,1
02:17:32,80,1
02:17:33,81,1
02:17:34,80,1
02:17:35,78,1
02:17:36,81,1
02:17:37,75,1
02:17:38,80,1
02:17:39,78,1
02:17:40,81,1
02:17:41,80,1
02:17:42,78,1
02:17:43,81,1
02:17:44,79,1
02:17:45,75,1
02:17:46,82,1
02:17:47,80,1
02:17:48,80,1
02:17:49,76,1
02:17:50,76,1
02:17:51,80,1
02:17:52,79,1
02:17:53,76,1
02:17:54,80,1
02:17:55,75,1
02:17:56,78,1
02:17:57,81,1
02:17:58,79,1
02:17:59,78,1
02:18:00,76,1
02:18:01,75,1
02:18:02,82,1
02:18:03,76,1
02:18:04,78,1
02:18:05,76,1
02:18:06,81,1
02:18:07,80,1
02:18:08,78,1
02:18:09,75,1
02:18:10,77,1
02:18:11,82,1
02:18:12,82,1
02:18:13,81,1
02:18:14,80,1
02:18:15,81,1
02:18:16,85,1
02:18:17,75,1
02:18:18,77,1
02:18:19,76,1
02:18:20,75,1
02:18:21,78,1
02:18:22,81,1
02:18:23,82,1
02:18:24,78,1
02:18:25,77,1
02:18:26,83,1
02:18:27,75,1
02:18:28,75,1
02:18:29,74,1
02:18:30,74,1
02:18:31,78,1
02:18:32,76,1
02:18:33,81,1
02:18:34,81,1
02:18:35,81,1
02:18:36,83,1
02:18:37,78,1
02:18:38,76,1
02:18:39,80,1
02:18:40,75,1
02:18:41,76,1
02:18:42,77,1
02:18:43,81,1
02:18:44,83,1
02:18:45,81,1
02:18:46,81,1
02:18:47,82,1
02:18:48,78,1
02:18:49,76,1
02:18:50,81,1
02:18:51,76,1
02:18:52,75,1
02:18:53,81,1
02:18:54,81,1
02:18:55,75,1
02:18:56,77,1
02:18:57,78,1
02:18:58,80,1
02:18:59,78,1
02:19:00,75,1
02:19:01,78,1
02:19:02,76,1
02:19:03,82,1
02:19:04,80,1
02:19:05,76,1
02:19:06,78,1
02:19:07,76,1
02:19:08,81,1
02:19:09,75,1
02:19:10,81,1
02:19:11,82,1
02:19:12,78,1
02:19:13,82,1
02:19:14,79,1
02:19:15,75,1
02:19:16,78,1
02:19:17,83,1
02:19:18,83,1
02:19:19,75,1
02:19:20,80,1
02:19:21,79,1
02:19:22,81,1
02:19:23,75,1
02:19:24,83,1
02:19:25,80,1
02:19:26,75,1
02:19:27,79,1
02:19:28,82,1
02:19:29,77,1
02:19:30,76,1
02:19:31,81,1
02:19:32,81,1
02:19:33,82,1
02:19:34,81,1
02:19:35,84,1
02:19:36,81,1
02:19:37,77,1
02:19:38,80,1
02:19:39,76,1
02:19:40,82,1
02:19:41,84,1
02:19:42,81,1
02:19:43,82,1
02:19:44,75,1
02:19:45,80,1
02:19:46,82,1
02:19:47,80,1
02:19:48,75,1
02:19:49,75,1
02:19:50,77,1
02:19:51,76,1
02:19:52,82,1
02:19:53,81,1
02:19:54,79,1
02:19:55,83,1
02:19:56,81,1
02:19:57,82,1
02:19:58,83,1
02:19:59,76,1
02:20:00,80,1
02:20:01,81,1
02:20:02,80,1
02:20:03,78,1
02:20:04,83,1
02:20:05,83,1
02:20:06,75,1
02:20:07,77,1
02:20:08,75,1
02:20:09,78,1
02:20:10,82,1
02:20:11,76,1
02:20:12,82,1
02:20:13,82,1
02:20:14,77,1
02:20:15,80,1
02:20:16,76,1
02:20:17,75,1
02:20:18,79,1
02:20:19,77,1
02:20:20,78,1
02:20:21,75,1
02:20:22,81,1
02:20:23,78,1
02:20:24,77,1
02:20:25,80,1
02:20:26,81,1
02:20:27,76,1
02:20:28,79,1
02:20:29,80,1
02:20:30,82,1
02:20:31,77,1
02:20:32,83,1
02:20:33,79,1
02:20:34,75,1
02:20:35,76,1
02:20:36,78,1
02:20:37,79,1
02:20:38,76,1
02:20:39,78,1
02:20:40,78,1
02:20:41,76,1
02:20:42,81,1
02:20:43,76,1
02:20:44,80,1
02:20:45,76,1
02:20:46,79,1
02:20:47,77,1
02:20:48,77,1
02:20:49,83,1
02:20:50,81,1
02:20:51,81,1
02:20:52,78,1
02:20:53,78,1
02:20:54,75,1
02:20:55,81,1
02:20:56,76,1
02:20:57,81,1
02:20:58,79,1
02:20:59,78,1
02:21:00,75,1
02:21:01,76,1
02:21:02,84,1
02:21:03,81,1
02:21:04,77,1
02:21:05,81,1
02:21:06,80,1
02:21:07,76,1
02:21:08,80,1
02:21:09,81,1
02:21:10,78,1
02:21:11,77,1
02:21:12,82,1
02:21:13,80,1
02:21:14,75,1
02:21:15,83,1
02:21:16,77,1
02:21:17,81,1
02:21:18,81,1
02:21:19,78,1
02:21:20,80,1
02:21:21,80,1
02:21:22,81,1
02:21:23,80,1
02:21:24,77,1
02:21:25,76,1
02:21:26,79,1
02:21:27,78,1
02:21:28,80,1
02:21:29,83,1
02:21:30,75,1
02:21:31,81,1
02:21:32,77,1
02:21:33,78,1
02:21:34,75,1
02:21:35,81,1
02:21:36,76,1
02:21:37,75,1
02:21:38,76,1
02:21:39,78,1
02:21:40,76,1
02:21:41,78,1
02:21:42,81,1
02:21:43,78,1
02:21:44,77,1
02:21:45,81,1
02:21:46,77,1
02:21:47,78,1
02:21:48,76,1
02:21:49,78,1
02:21:50,78,1
02:21:51,79,1
02:21:52,81,1
02:21:53,77,1
02:21:54,75,1
02:21:55,75,1
02:21:56,80,1
02:21:57,81,1
02:21:58,82,1
02:21:59,80,1
02:22:00,81,1
02:22:01,80,1
02:22:02,81,1
02:22:03,84,1
02:22:04,79,1
02:22:05,80,1
02:22:06,83,1
02:22:07,80,1
02:22:08,83,1
02:22:09,79,1
02:22:10,77,1
02:22:11,77,1
02:22:12,82,1
02:22:13,83,1
02:22:14,78,1
02:22:15,83,1
02:22:16,76,1
02:22:17,80,1
02:22:18,77,1
02:22:19,80,1
02:22:20,79,1
02:22:21,83,1
02:22:22,83,1
02:22:23,81,1
02:22:24,80,1
02:22:25,76,1
02:22:26,81,1
02:22:27,82,1
02:22:28,82,1
02:22:29,75,1
02:22:30,75,1
02:22:31,81,1
02:22:32,80,1
02:22:33,79,1
02:22:34,80,1
02:22:35,76,1
02:22:36,75,1
02:22:37,82,1
02:22:38,78,1
02:22:39,77,1
02:22:40,79,1
02:22:41,76,1
02:22:42,78,1
02:22:43,81,1
02:22:44,77,1
02:22:45,80,1
02:22:46,84,1
02:22:47,78,1
02:22:48,78,1
02:22:49,81,1
02:22:50,83,1
02:22:51,80,1
02:22:52,76,1
02:22:53,76,1
02:22:54,83,1
02:22:55,77,1
02:22:56,75,1
02:22:57,78,1
02:22:58,82,1
02:22:59,77,1
02:23:00,79,1
02:23:01,84,1
02:23:02,77,1
02:23:03,82,1
02:23:04,81,1
02:23:05,82,1
02:23:06,78,1
02:23:07,80,1
02:23:08,85,1
02:23:09,75,1
02:23:10,85,1
02:23:11,82,1
02:23:12,75,1
02:23:13,80,1
02:23:14,75,1
02:23:15,78,1
02:23:16,77,1
02:23:17,80,1
02:23:18,80,1
02:23:19,78,1
02:23:20,80,1
02:23:21,79,1
02:23:22,83,1
02:23:23,79,1
02:23:24,75,1
02:23:25,80,1
02:23:26,82,1
02:23:27,81,1
02:23:28,79,1
02:23:29,78,1
02:23:30,81,1
02:23:31,81,1
02:23:32,80,1
02:23:33,79,1
02:23:34,76,1
02:23:35,80,1
02:23:36,84,1
02:23:37,83,1
02:23:38,76,1
02:23:39,76,1
02:23:40,81,1
02:23:41,76,1
02:23:42,81,1
02:23:43,79,1
02:23:44,75,1
02:23:45,78,1
02:23:46,81,1
02:23:47,78,1
02:23:48,78,1
02:23:49,82,1
02:23:50,76,1
02:23:51,80,1
02:23:52,78,1
02:23:53,79,1
02:23:54,77,1
02:23:55,82,1
02:23:56,76,1
02:23:57,77,1
02:23:58,77,1
02:23:59,81,1
02:24:00,80,1
02:24:01,75,1
02:24:02,81,1
02:24:03,75,1
02:24:04,83,1
02:24:05,81,1
02:24:06,80,1
02:24:07,75,1
02:24:08,81,1
02:24:09,82,1
02:24:10,75,1
02:24:11,82,1
02:24:12,82,1
02:24:13,83,1
02:24:14,75,1
02:24:15,81,1
02:24:16,80,1
02:24:17,81,1
02:24:18,78,1
02:24:19,75,1
02:24:20,75,1
02:24:21,81,1
02:24:22,75,1
02:24:23,81,1
02:24:24,83,1
02:24:25,82,1
02:24:26,82,1
02:24:27,83,1
02:24:28,78,1
02:24:29,83,1
02:24:30,82,1
02:24:31,79,1
02:24:32,82,1
02:24:33,82,1
02:24:34,77,1
02:24:35,81,1
02:24:36,75,1
02:24:37,80,1
02:24:38,79,1
02:24:39,79,1
02:24:40,81,1
02:24:41,77,1
02:24:42,82,1
02:24:43,82,1
02:24:44,83,1
02:24:45,80,1
02:24:46,79,1
02:24:47,79,1
02:24:48,76,1
02:24:49,75,1
02:24:50,77,1
02:24:51,83,1
02:24:52,79,1
02:24:53,82,1
02:24:54,80,1
02:24:55,75,1
02:24:56,79,1
02:24:57,84,1
02:24:58,82,1
02:24:59,76,1
02:25:00,79,1
02:25:01,83,1
02:25:02,81,1
02:25:03,79,1
02:25:04,81,1
02:25:05,82,1
02:25:06,81,1
02:25:07,75,1
02:25:08,75,1
02:25:09,75,1
02:25:10,83,1
02:25:11,76,1
02:25:12,77,1
02:25:13,77,1
02:25:14,82,1
02:25:15,84,1
02:25:16,77,1
02:25:17,79,1
02:25:18,77,1
02:25:19,76,1
02:25:20,78,1
02:25:21,75,1
02:25:22,81,1
02:25:23,79,1
02:25:24,82,1
02:25:25,78,1
02:25:26,77,1
02:25:27,80,1
02:25:28,81,1
02:25:29,82,1
02:25:30,78,1
02:25:31,81,1
02:25:32,79,1
02:25:33,80,1
02:25:34,78,1
02:25:35,76,1
02:25:36,81,1
02:25:37,83,1
02:25:38,75,1
02:25:39,73,1
02:25:40,78,1
02:25:41,83,1
02:25:42,83,1
02:25:43,78,1
02:25:44,80,1
02:25:45,80,1
02:25:46,82,1
02:25:47,80,1
02:25:48,79,1
02:25:49,75,1
02:25:50,78,1
02:25:51,77,1
02:25:52,80,1
02:25:53,83,1
02:25:54,75,1
02:25:55,79,1
02:25:56,79,1
02:25:57,79,1
02:25:58,80,1
02:25:59,80,1
02:26:00,79,1
02:26:01,75,1
02:26:02,80,1
02:26:03,79,1
02:26:04,77,1
02:26:05,77,1
02:26:06,79,1
02:26:07,82,1
02:26:08,80,1
02:26:09,81,1
02:26:10,79,1
02:26:11,83,1
02:26:12,75,1
02:26:13,77,1
02:26:14,83,1
02:26:15,80,1
02:26:16,76,1
02:26:17,77,1
02:26:18,81,1
02:26:19,81,1
02:26:20,81,1
02:26:21,83,1
02:26:22,82,1
02:26:23,83,1
02:26:24,82,1
02:26:25,76,1
02:26:26,75,1
02:26:27,81,1
02:26:28,78,1
02:26:29,81,1
02:26:30,79,1
02:26:31,76,1
02:26:32,81,1
02:26:33,81,1
02:26:34,79,1
02:26:35,79,1
02:26:36,75,1
02:26:37,83,1
02:26:38,77,1
02:26:39,76,1
02:26:40,82,1
02:26:41,83,1
02:26:42,75,1
02:26:43,75,1
02:26:44,81,1
02:26:45,78,1
02:26:46,82,1
02:26:47,79,1
02:26:48,83,1
02:26:49,79,1
02:26:50,75,1
02:26:51,74,1
02:26:52,79,1
02:26:53,78,1
02:26:54,75,1
02:26:55,81,1
02:26:56,77,1
02:26:57,76,1
02:26:58,75,1
02:26:59,83,1
02:27:00,81,1
02:27:01,78,1
02:27:02,75,1
02:27:03,77,1
02:27:04,82,1
02:27:05,79,1
02:27:06,77,1
02:27:07,77,1
02:27:08,79,1
02:27:09,79,1
02:27:10,75,1
02:27:11,76,1
02:27:12,78,1
02:27:13,77,1
02:27:14,80,1
02:27:15,81,1
02:27:16,80,1
02:27:17,77,1
02:27:18,82,1
02:27:19,76,1
02:27:20,79,1
02:27:21,84,1
02:27:22,76,1
02:27:23,77,1
02:27:24,76,1
02:27:25,77,1
02:27:26,76,1
02:27:27,78,1
02:27:28,78,1
02:27:29,76,1
02:27:30,78,1
02:27:31,79,1
02:27:32,83,1
02:27:33,82,1
02:27:34,78,1
02:27:35,77,1
02:27:36,78,1
02:27:37,81,1
02:27:38,78,1
02:27:39,78,1
02:27:40,80,1
02:27:41,75,1
02:27:42,79,1
02:27:43,80,1
02:27:44,77,1
02:27:45,75,1
02:27:46,81,1
02:27:47,81,1
02:27:48,77,1
02:27:49,84,1
02:27:50,80,1
02:27:51,78,1
02:27:52,81,1
02:27:53,75,1
02:27:54,75,1
02:27:55,75,1
02:27:56,81,1
02:27:57,80,1
02:27:58,82,1
02:27:59,77,1
02:28:00,82,1
02:28:01,80,1
02:28:02,78,1
02:28:03,80,1
02:28:04,76,1
02:28:05,81,1
02:28:06,75,1
02:28:07,81,1
02:28:08,83,1
02:28:09,77,1
02:28:10,81,1
02:28:11,79,1
02:28:12,77,1
02:28:13,81,1
02:28:14,78,1
02:28:15,75,1
02:28:16,78,1
02:28:17,83,1
02:28:18,80,1
02:28:19,84,1
02:28:20,84,1
02:28:21,75,1
02:28:22,75,1
02:28:23,84,1
02:28:24,82,1
02:28:25,83,1
02:28:26,75,1
02:28:27,83,1
02:28:28,82,1
02:28:29,80,1
02:28:30,80,1
02:28:31,76,1
02:28:32,79,1
02:28:33,80,1
02:28:34,78,1
02:28:35,75,1
02:28:36,80,1
02:28:37,75,1
02:28:38,74,1
02:28:39,78,1
02:28:40,84,1
02:28:41,78,1
02:28:42,82,1
02:28:43,79,1
02:28:44,78,1
02:28:45,80,1
02:28:46,78,1
02:28:47,75,1
02:28:48,77,1
02:28:49,81,1
02:28:50,76,1
02:28:51,81,1
02:28:52,83,1
02:28:53,77,1
02:28:54,81,1
02:28:55,84,1
02:28:56,76,1
02:28:57,80,1
02:28:58,76,1
02:28:59,82,1
02:29:00,77,1
02:29:01,80,1
02:29:02,79,1
02:29:03,79,1
02:29:04,83,1
02:29:05,78,1
02:29:06,81,1
02:29:07,76,1
02:29:08,78,1
02:29:09,79,1
02:29:10,77,1
02:29:11,75,1
02:29:12,82,1
02:29:13,75,1
02:29:14,81,1
02:29:15,80,1
02:29:16,82,1
02:29:17,82,1
02:29:18,76,1
02:29:19,83,1
02:29:20,77,1
02:29:21,77,1
02:29:22,78,1
02:29:23,81,1
02:29:24,80,1
02:29:25,78,1
02:29:26,76,1
02:29:27,77,1
02:29:28,75,1
02:29:29,77,1
02:29:30,78,1
02:29:31,77,1
02:29:32,82,1
02:29:33,83,1
02:29:34,80,1
02:29:35,81,1
02:29:36,79,1
02:29:37,82,1
02:29:38,76,1
02:29:39,76,1
02:29:40,75,1
02:29:41,77,1
02:29:42,83,1
02:29:43,77,1
02:29:44,81,1
02:29:45,78,1
02:29:46,80,1
02:29:47,79,1
02:29:48,76,1
02:29:49,79,1
02:29:50,80,1
02:29:51,81,1
02:29:52,81,1
02:29:53,80,1
02:29:54,77,1
02:29:55,78,1
02:29:56,75,1
02:29:57,83,1
02:29:58,80,1
02:29:59,76,1
02:30:00,83,1
02:30:01,75,1
02:30:02,79,1
02:30:03,80,1
02:30:04,75,1
02:30:05,82,1
02:30:06,75,1
02:30:07,76,1
02:30:08,78,1
02:30:09,82,1
02:30:10,75,1
02:30:11,79,1
02:30:12,79,1
02:30:13,81,1
02:30:14,76,1
02:30:15,80,1
02:30:16,77,1
02:30:17,78,1
02:30:18,75,1
02:30:19,83,1
02:30:20,80,1
02:30:21,77,1
02:30:22,80,1
02:30:23,75,1
02:30:24,75,1
02:30:25,82,1
02:30:26,78,1
02:30:27,78,1
02:30:28,78,1
02:30:29,75,1
02:30:30,80,1
02:30:31,80,1
02:30:32,83,1
02:30:33,76,1
02:30:34,75,1
02:30:35,83,1
02:30:36,83,1
02:30:37,81,1
02:30:38,79,1
02:30:39,75,1
02:30:40,82,1
02:30:41,79,1
02:30:42,78,1
02:30:43,76,1
02:30:44,79,1
02:30:45,75,1
02:30:46,79,1
02:30:47,79,1
02:30:48,75,1
02:30:49,76,1
02:30:50,75,1
02:30:51,78,1
02:30:52,80,1
02:30:53,82,1
02:30:54,82,1
02:30:55,78,1
02:30:56,76,1
02:30:57,76,1
02:30:58,83,1
02:30:59,80,1
02:31:00,77,1
02:31:01,81,1
02:31:02,78,1
02:31:03,83,1
02:31:04,81,1
02:31:05,76,1
02:31:06,84,1
02:31:07,79,1
02:31:08,80,1
02:31:09,79,1
02:31:10,81,1
02:31:11,77,1
02:31:12,80,1
02:31:13,75,1
02:31:14,80,1
02:31:15,83,1
02:31:16,83,1
02:31:17,78,1
02:31:18,79,1
02:31:19,81,1
02:31:20,78,1
02:31:21,79,1
02:31:22,83,1
02:31:23,83,1
02:31:24,80,1
02:31:25,83,1
02:31:26,78,1
02:31:27,78,1
02:31:28,76,1
02:31:29,77,1
02:31:30,83,1
02:31:31,81,1
02:31:32,75,1
02:31:33,79,1
02:31:34,80,1
02:31:35,82,1
02:31:36,82,1
02:31:37,80,1
02:31:38,76,1
02:31:39,82,1
02:31:40,75,1
02:31:41,79,1
02:31:42,80,1
02:31:43,76,1
02:31:44,79,1
02:31:45,82,1
02:31:46,80,1
02:31:47,75,1
02:31:48,77,1
02:31:49,82,1
02:31:50,75,1
02:31:51,82,1
02:31:52,83,1
02:31:53,76,1
02:31:54,79,1
02:31:55,82,1
02:31:56,75,1
02:31:57,80,1
02:31:58,80,1
02:31:59,81,1
02:32:00,80,1
02:32:01,77,1
02:32:02,75,1
02:32:03,80,1
02:32:04,78,1
02:32:05,79,1
02:32:06,80,1
02:32:07,82,1
02:32:08,82,1
